,Name,style,IBU,ABV,Description
113,WAVES - Maple,Stout - Russian Imperial,20,13.0,"With this iteration of WAVES, we tweaked the recipe a little to pull back on the roast and boost the sweetness. Our addition of real Maple Syrup inline on the way to the pasteurizer allowed it to homogenize and spread equally through the beer so each can has a nice balance. What you get with this iteration is a stout that leans a little more towards pastry without significantly overdoing it. As we experiment with the brewing system weâll continue to tweak this recipe to perfection. Join us on the journey.

The aroma is chocolate, maple, and coffee along with the classic stout notes of grist, toffee, and muted vanilla. The first taste is grain sweetness followed by maple sweetness and when it hits the mid-palate you get waves of maple and coffee roast. Because of the addition of Maple you get a lingering sweetness on the back palate. This beer is chewy and thick. You could probably pour it on pancakes and be happy with the result. ?"
114,Double Barrel Legacy,Stout - Russian Imperial,43,14.0,"Thick, chewy, sweet Russian Imperial Stout aged in Rye Whiskey Barrels that were filled with Rum, then finished in Maple Syrup Bourbon Barrels. This beer has depth and complexity with notes of vanilla, chocolate, char, and bourbon"
115,Heritage B2 (Vanilla),Stout - Imperial / Double,60,13.4,"Big, rich, viscous with notes of chocolate batter, vanilla, caramel, whiskey, and oak char. Batch 2 has copious amounts of vanilla beans added... like... a lot"
116,"DENSITY MATRIX - Riwaka, Wai-iti, Rakau",IPA - Imperial / Double New England / Hazy,25,8.0,"DENSITY MATRIX is our base Double IPA Hazy recipe that we'll be exploring hop blends with. Light with a full body and bursting with flavor. In this batch we explore the hop blend Riwaka, Wai-iti, and Rakau"
117,Double Barrel Legacy (Vanilla),Stout - Russian Imperial,43,14.0,"Thick, chewy, sweet Russian Imperial Stout aged in Rye Whiskey Barrels that were filled with Rum, then finished in Maple Syrup Bourbon Barrels with Madagascar Vanilla Beans. This beer has depth and complexity with notes of vanilla, chocolate, char, and bourbon"
118,Legion XV,Stout - Russian Imperial,53,13.0,Russian Imperial Stout aged in an 11yr Eagle Rare Barrel with Vanilla Beans. This beer was done in collaboration.
119,Heritage B4 (Cinnamon),Stout - Imperial / Double,60,13.5,American Imperial Stout aged in bourbon barrels with Ceylon Cinnamon.
120,Heritage B1,Stout - Imperial / Double,68,14.4,"Big, rich, viscous with notes of chocolate batter, vanilla, caramel, whiskey, and oak char."
121,Heritage B3 (Chocolate & Maple),Stout - Imperial / Double,60,13.5,Big stout aged in bourbon barrels with cacao nibs and maple syrup.
122,Barclay's Oude Bruin (batch 1),Sour - Flanders Oud Bruin,24,7.0,Oude Bruin style beer aged 2 years then aged 3 months on figs.
123,Heady Topper,IPA - Imperial / Double,100,8.0,"We love hops â thatâs why our flagship Double IPA, Heady Topper, is packed full of them. Heady Topper was designed to showcase the complex flavors and aromas these flowers produce. The Alchemist has been brewing Heady Topper since 2003. This Double IPA is not intended to be the strongest or most bitter DIPA. It is brewed to give you wave after wave of hop flavor without any astringent bitterness. We brew Heady Topper with a proprietary blend of six hops â each imparting its own unique flavor and aroma. Take a big sip of Heady and see what hop flavors you can pick out. Orange? Tropical Fruit? Pink Grapefruit? Pine? Spice? There is just enough malt to give this beer some backbone, but not enough to take the hops away from the center stage"
124,Focal Banger,IPA - American,90,7.0,American IPA with Citra & Mosaic hops.
125,Crusher,IPA - Imperial / Double,110,8.0,Hop lovers take note. This American IIPA is dry-hopped with Citra.
126,Sterk Wit,Wheat Beer - Witbier / Blanche,10,7.0,"Gold Medal Winner â 2004 Great American Beer Festival. This double white ale is brewed with a Belgian yeast strain, plenty of coriander and curacao orange peel"
127,Edward,Pale Ale - American,65,5.2,"Edward (1917-2002) is our grandfather; Hill Farmstead Brewery rests upon the land that was once home to him and his five children. In his honor, this American Pale Ale is dutifully crafted from American malted barley, a plethora of American hops, our ale yeast and water from Edwardâs well. It is unfiltered and dry hopped. Aromatic and flowery, with impressions of citrus and pine, this is the ale that I dream to have shared with Edward. Pale and Caramel malt; Centennial, Chinook, Columbus, Simcoe, and Warrior hops; House Ale Yeast, and our Well Water"
128,Susan,IPA - American,80,6.0,Susan was our grandfather's sister - in her honor we offer this version of an American IPA.
129,Mary,Pilsner - German,60,4.6,"Mary was Edward's mother and our great-grandmother. A German-style pilsner brewed with our well water, German pilsner malt, our favorite German hops, and classic German lager yeast. 4.6% abv"
130,Citra Single Hop Pale Ale,Pale Ale - American,65,5.2,"Single hop pale ale bittered, flavored and dry-hopped exclusively with Citra hops."
131,Foggy Window,IPA - Imperial / Double New England / Hazy,80,8.1,"Nelson, Galaxy and extra Citra hops."
132,Spock It,IPA - New England / Hazy,65,6.8,IPA featuring all Galaxy hops.
133,Water Balloon Fighters,IPA - Imperial / Double New England / Hazy,100,8.4,"Double IPA with Mosaic, Citra, and Simcoe hops."
134,Really Real,IPA - Imperial / Double New England / Hazy,75,8.3,Double IPA w/ mostly Galaxy Hops
135,Atomically,IPA - Imperial / Double New England / Hazy,70,8.3,"Double IPA with Mosaic, Galaxy, and Citra"
136,Swap Meets,IPA - Imperial / Double,65,8.3,"Double IPA with Nelson, Citra, Mosaic, and Galaxy hops."
137,Seme Della Vita,Belgian Tripel,35,9.8,Belgian-ish Tripel with pistachios and vanilla beans.
138,Pseudo Sue,Pale Ale - American,45,5.8,This Citra hop pale ale is delicate in body with a mild bitterness in the finish. Ferocious hop aromas of citrus and mango give a refreshing taste that is bright with just enough bite
139,King Sue,IPA - Imperial / Double New England / Hazy,100,7.8,"This full-bodied, hazy double IPA is Citra-hopped with a juicy combination of mango, orange, and pineapple flavors finishing with a grapefruit aroma and ferocious bite"
140,Pompeii,IPA - American,45,6.3,Brewed with the same attention to detail as the beautiful mosaics that graced the walls of prominent building in the city of Pompeii. It features mango and pineapple hop flavors with a mediaum-bodied feel to tantalize the senses
141,Golden Nugget,IPA - American,45,6.8,"This medium bodied IPA with moderate bitterness and light piney flavor is a combination of Golden Promise Malt, Simcoe, Amarillo and Nugget Hops."
142,Sosus,IPA - Imperial / Double,100,7.8,Crafted in humble tribute to the mosaic artist Sosus of Pergamon. We've showcased the Mosaic hop so you can experience the flavors of pineapple and tropical fruit for which the Mosaic hop is know
143,"Fire, Skulls & Money",IPA - New England / Hazy,50,7.8,"This rich, hazy IPA joins Citra, Mosaic, Galaxy and Nelson Hops for a juicy combination of tropical fruit flavor."
144,Double Dry Hop Pseudo Sue,Pale Ale - New England / Hazy,45,5.8,This double dry hopped pale ale showcases the Citra hop for a well balanced beer that is delicate in body with a mild bitterness in the finish. Ferocious aromas of citrus and mango give a refreshing taste that is bright with just enough bite
145,Hopsmack!,IPA - Imperial / Double,100,7.8,"HOPSMACK! is here to rescue your palate. Giant aromas of pineapple and tropical fruit jump from this enticingly complex double IPA. true to its name, this brew delivers a heavy smack of dry hops and a double dose of bitterness in the finish"
146,Dorothy's New World Lager,California Common,11,5.0,"Mildly hopped with Cascade hops, this lager is light in color and body, and clean to the taste"
147,Scorpius Morchella,IPA - Imperial / Double,100,7.8,"Brewed each spring to celebrate our breweryâs annual day off to go morel mushroom hunting, this excitingly hazy double IPA is a tribute to our love of great hops and morels. Created with a combination of Pacific Northwest and Southern Hemisphere hops, Scorpius Morchella is meant to be shared with friends on a warm spring afternoon"
148,Supa' Sumo,IPA - Imperial / Double,100,7.8,This double India pale ale is a hazy triumph made possible by the combination of Mosaic and Citra hops giving it pineapple and orange flavors that will smash into your taste buds
149,Zeelander,IPA - American,30,6.3,"Nelson Sauvin hops from New Zealand create this delightfully earthy, floral and crisp grapefruit flavored IPA with aromas of citrus and mandarin oranges"
150,Mornin' Latte Imperial Coffee Milk Stout,Stout - Imperial / Double Milk,20,8.9,"Imperial Coffee Milk Stout brewed with lactose and a careful blend of cacao nibs giving it a dark chocolate, toasty and toasty sweet coffee taste"
151,Intergalactic Warrior,IPA - American,45,6.3,"Galaxy and Warrior hops join forces to create a beer with a bitter punch. Big body, bold flavor, with a boost of citrus rind and just a kick of spiciness in the finish, Intergalactic Warrior is an India Pale Ale worth fighting for"
152,Galaxy Dry Hop Pseudo Sue,Pale Ale - American,45,5.8,"Forged from the raw elements of the universe, this beerâs hoppy flavor comes from the celestial alignment of both Galaxy and Citra hops. Galaxy dry hopped Pseudo Sue dwarfs all other pale ales"
153,Dragon Fandango,Sour - Fruited,10,4.2,"This unique kettle sour, blended with Citra hop, dragon fruit, mango and passion fruit puree is fruity and tart with a dry finish."
154,Rover Truck,Stout - Oatmeal,35,6.1,"Rover Truck rolls up with roasty, almond aromas, hints of dry chocolate and a creamy oatmeal body. This everyday stout is an easy-drinking brew that is perfect for any occasion"
155,Mosaic Dry Hop Pseudo Sue,Pale Ale - American,45,5.8,This double hop pale ale showcases the Citra and mosaic hop for a well balanced beer that is delicate in body with a mild bitterness in the finish. Ferocious hop aromas of citrus and mango give a refreshing taste that is bright with just enough bite
156,Sun Reaper,IPA - Imperial / Double New England / Hazy,50,7.8,"Sun Reaper eclipses all others with its medium body and low bitterness. with notes of pineapple, orange and passion fruit flavors up front and a layer of soft pine in the finish"
157,Double Dry Hop King Sue,IPA - Imperial / Double New England / Hazy,50,7.8,"Citra hops give King Sue its bold flavors of mango, orange, and pineapple. This double dry-hopped version packs even more flavor into each bottle."
158,Twisted Galaxy,IPA - Imperial / Double,100,7.8,"Showcasing the alluring tropical notes of the galaxy hop, twisted galaxy is a juicy double IPA that pushes both citrus and pineapple notes to the foreground"
159,MoZee,IPA - American,45,6.3,"Mozee down a new path enjoying an exciting IPA that combines the grapefruit, kiwi & sauvignon blanc grape notes of the Nelson SauvinÂ® hops with hints of mango & pineapple from the MosaicÂ® hops. These hops were meant for each other & this beer is meant for you"
160,Dolphin Sparkles,IPA - Imperial / Double,30,7.3,"Dolphin Sparkles is our collective interpretation and re-imagining of a West Coast IPA. We've kept the malt soft, subtle, and clean in order to create the liquid translation of our favorite hops - Citra and Nelson Sauvin hops"
161,NugMo,IPA - American,45,6.7,"Mosaic, Sabro, Simco, and Amarillo hops join forces to create a bouquet of tropical citrus and pineapple aromas. This bold, hop-forward IPA captivates the senses as you raise a glass in tribute to lord NugMo. May he bless your taste buds with a bounty of flavor"
162,M-43 N.E. India Pale Ale,IPA - New England / Hazy,65,6.8,"The First release in our âNew Orthodoxâ IPA series, M-43 is designed to accentuate the deep and complex character from the combination of Calypso, Amarillo, Citra, and Simcoe hops. Citrus and Tropical notes of Pineapple, Mango and Grapefruit come through in the huge, yet surprisingly delicate aroma. The flavor backs these aromas with a soft, pillowy mouthfeel. Hop bitterness is not particularly intense, which leads to a very drinkable, juicy IPA even non-IPA fans love. The Haze is not from yeast, but rather from an interplay of lipids from the malted oat and oils and acids which naturally occur in the hand selected Dry hops. This beer is a perfect interplay between top grade malt and hops, MI water and brewing technique which cannot be faked"
